lat,lon,score_15min,population_density
34.92221788311332,33.58912245335305,25.0,1182.5452880859375
34.93574348680347,33.589219149298245,62.5,2708.906005859375
34.9086656002054,33.5944988078494,50.0,2080.6103515625
34.91317414383692,33.59453131038757,50.0,2080.6103515625
34.91768268409069,33.594563820145005,37.5,2343.35791015625
34.92219122096655,33.594596337123285,50.0,2343.35791015625
34.904130162422135,33.59993899223956,50.0,253.3795318603516
34.908638704948444,33.59997178666968,50.0,2235.97314453125
34.913147244096756,33.60000458838391,75.0,2235.97314453125
34.91765577986685,33.60003739738385,75.0,3642.0009765625
34.92216431225852,33.600070213671096,75.0,3642.0009765625
34.9266728412716,33.60010303724724,62.5,2675.4189453125
34.854508884300245,33.60504812042377,12.5,91.6791763305664
34.85901745945314,33.605081133212074,12.5,301.8656921386719
34.8635260312297,33.60511415333325,12.5,301.8656921386719
34.868034599629794,33.60514718078889,25.0,672.2119750976562
34.89959448387124,33.60537857847846,12.5,253.3795318603516
34.904103025252056,33.605411664667685,0.0,253.3795318603516
34.90861156325457,33.60544475820584,37.5,2235.97314453125
34.91312009787859,33.60547785909454,75.0,2235.97314453125
34.91762862912391,33.60551096733539,75.0,3642.0009765625
34.92213715699033,33.60554408293,75.0,3642.0009765625
34.92664568147766,33.60557720587999,62.5,2675.4189453125
34.849972976946574,33.61048419594492,12.5,59.22115707397461
34.85448155091659,33.61051749971238,12.5,59.22115707397461
34.858990121510004,33.610550810877356,12.5,168.96908569335935
34.86349868872662,33.61058412944147,12.5,168.96908569335935
34.86800725256623,33.61061745540634,12.5,640.449951171875
34.87251581302863,33.61065078877359,12.5,640.449951171875
34.881532923821055,33.61071747772168,12.5,344.52020263671875
34.88604147415067,33.61075083330577,12.5,34.48279571533203
34.890550021102285,33.6107841962987,0.0,34.48279571533203
34.899567104870734,33.610850944517644,0.0,46.59360504150391
34.90407564168717,33.61088432974688,0.0,8.243446350097656
34.908584175124815,33.61091772239147,50.0,2491.65673828125
34.91309270518348,33.610951122453024,87.5,2491.65673828125
34.917601231862946,33.61098452993317,75.0,3822.098876953125
34.922109755163035,33.61101794483354,75.0,3822.098876953125
34.92661827508353,33.61105136715575,75.0,3764.320068359375
34.93112679162426,33.61108479690144,75.0,3764.320068359375
34.935635304785,33.611118234072215,62.5,2233.001953125
34.849945402220726,33.6159532695272,12.5,30.942401885986328
34.85445397159072,33.61598687160347,12.5,30.942401885986328
34.85896253758363,33.61602048114351,12.5,23.247634887695312
34.86347110019925,33.61605409814894,12.5,23.247634887695312
34.86797965943737,33.61608772262142,12.5,495.04898071289057
34.87248821529777,33.61612135456257,12.5,495.04898071289057
34.87699676778032,33.61615499397403,12.5,632.6552124023438
34.88150531688475,33.61618864085742,25.0,632.6552124023438
34.88601386261089,33.61622229521439,12.5,265.8264465332031
34.89052240495854,33.61625595704657,12.5,265.8264465332031
34.895030943927516,33.616289626355595,12.5,46.59360504150391
34.89953947951759,33.616323303143105,75.0,372.1876831054688
34.90404801172858,33.61635698741073,75.0,372.1876831054688
34.908556540560284,33.61639067916012,75.0,3139.760986328125
34.913065066012514,33.61642437839291,87.5,3139.760986328125
34.917573588085055,33.61645808511073,87.5,4122.8466796875
34.92208210677772,33.61649179931523,87.5,4122.8466796875
34.926590622090295,33.61652552100804,75.0,4042.845458984375
34.9310991340226,33.61655925019082,75.0,4042.845458984375
34.935607642574446,33.616592986865186,75.0,3381.739501953125
34.940116147745606,33.616626731032795,50.0,3381.739501953125
34.85442614632374,33.62145623603079,12.5,30.942401885986328
34.85893470767512,33.62149014394425,12.5,23.247634887695312
34.8634432656487,33.62152405938938,12.5,23.247634887695312
34.86795182024429,33.62155798236784,12.5,495.04898071289057
