lat,lon,score_15min,population_density
35.1792378348175,33.341371191531195,75.0,2058.2470703125
35.15667966966159,33.34676673393215,75.0,3414.078369140625
35.17020521840286,33.34682414823117,100.0,3178.557861328125
35.174713727907566,33.34684329483237,87.5,2058.2470703125
35.17922223404076,33.346862445685886,75.0,2058.2470703125
35.15666383310426,33.352256468677126,75.0,2718.8984375
35.16117235009092,33.352275905423696,100.0,3236.419677734375
35.16568086370635,33.352295346487054,100.0,3236.419677734375
35.170189373950386,33.35231479186814,100.0,2900.42138671875
35.1746978808228,33.35233424156791,100.0,2266.827392578125
35.156647747813665,33.357746199106266,87.5,4197.58251953125
35.16115626212758,33.357765938748614,100.0,3346.124755859375
35.16566477306995,33.35778568277501,100.0,3346.124755859375
35.17017328064063,33.35780543118642,100.0,3187.34814453125
35.15663141379044,33.36323592515233,100.0,4197.58251953125
35.16113992539026,33.36325596768948,100.0,3346.124755859375
35.16564843361826,33.36327601467795,100.0,3346.124755859375
35.170156938474264,33.363296066118714,100.0,3187.34814453125
35.17466543995808,33.363316122012755,87.5,3046.884521484375
35.16112333987964,33.368745992179036,100.0,3274.1435546875
35.165631845351925,33.368766342128595,100.0,3274.1435546875
35.17014034745191,33.36878669659773,100.0,3180.076171875
35.174648846179416,33.368807055587446,100.0,2895.73876953125
35.16110650559637,33.37423601215001,87.5,2223.99951171875
35.16561500827161,33.37425666505966,87.5,2223.99951171875
35.170123507574246,33.37427732255617,100.0,3203.88037109375
35.1746320035041,33.37429798464056,100.0,3284.0703125
35.17914049606097,33.37431865131384,100.0,3284.0703125
35.18364898524466,33.374339322577015,100.0,2654.491455078125
35.165597922377984,33.37974698340386,87.5,2223.99951171875
35.17010641884194,33.379767943926744,100.0,3203.88037109375
35.174614911932785,33.37978890910479,100.0,3284.0703125
35.179123401650344,33.37980987893904,100.0,3284.0703125
35.183631887994416,33.37983085343051,100.0,2654.491455078125
35.18814037096483,33.37985183258025,100.0,2654.491455078125
35.1926488505614,33.37987281638926,87.5,1025.552001953125
35.16558058767172,33.385237297093916,75.0,2089.9130859375
35.170089081255654,33.385258560642136,75.0,2445.5068359375
35.17459757146615,33.38527982891282,100.0,3123.195556640625
35.17910605830306,33.38530110190702,100.0,3123.195556640625
35.18361454176618,33.38532237962576,100.0,3059.186767578125
35.18812302185531,33.385343662070106,100.0,3059.186767578125
35.19263149857029,33.385364949241094,75.0,1026.6512451171875
35.1971399719109,33.385386241139756,0.0,1026.6512451171875
35.16556300415351,33.39072760606255,0.0,1958.843994140625
35.17007149481608,33.390749172635054,62.5,1846.248046875
35.17457998210491,33.39077074399734,75.0,1846.248046875
35.17908846601981,33.39079232015043,87.5,2862.445068359375
35.18359694656062,33.39081390109541,87.5,2087.878173828125
35.18810542372712,33.39083548683333,87.5,2087.878173828125
35.19261389751915,33.39085707736524,50.0,415.19970703125
35.197122367936494,33.3908786726922,50.0,415.19970703125
35.165545171824064,33.39621791024247,25.0,1958.843994140625
35.17005365952393,33.39623977983822,50.0,1846.248046875
35.17456214384974,33.39626165429103,62.5,1846.248046875
35.179070624801305,33.39628353360198,75.0,2862.445068359375
35.183579102378445,33.39630541777213,25.0,2087.878173828125
35.18808757658095,33.39632730680256,75.0,2087.878173828125
35.19259604740867,33.39634920069434,12.5,415.19970703125
35.19710451486139,33.39637109944853,0.0,415.19970703125
35.165527090684066,33.4017082095664,12.5,925.8787841796876
35.1700355753799,33.401730382184326,37.5,671.3421020507812
35.17454405670135,33.401752559726596,0.0,671.3421020507812
35.17905253464823,33.40177474219432,25.0,1045.0679931640625
35.18356100922035,33.40179692958857,0.0,507.80221557617193
35.188069480417525,33.401819121910435,12.5,507.80221557617193
35.192577948239574,33.40184131916101,12.5,297.6873779296875
35.197086412686296,33.40186352134137,12.5,297.6873779296875
35.16550876073426,33.40719850396706,0.0,302.9724426269531
35.170017242384716,33.407220979606066,0.0,212.7156524658203
35.174525720660455,33.40724346023672,0.0,212.7156524658203
35.17903419556129,33.40726594586013,0.0,230.42611694335935
35.18354266708706,33.407288436477394,0.0,217.03451538085935
35.165490181975365,33.41268879337718,0.0,302.9724426269531
35.1699986605391,33.41271157203616,0.0,212.7156524658203
35.1745071357278,33.41273435575409,0.0,212.7156524658203
