X,Y,Z
34.6029165318352057,35.7037500500807354,0.696179032325744629
34.552916532035205,35.6954167167807341,1.48075294494628906
34.5612498653352063,35.6954167167807341,3.6192471981048584
34.5695831986352005,35.6954167167807341,4.53681230545043945
34.5779165319352018,35.6954167167807341,10.0811195373535156
34.5862498652352031,35.6954167167807341,26.5482311248779297
34.5445831987352037,35.6870833834807328,2.49537444114685059
34.552916532035205,35.6870833834807328,3.47281336784362793
34.5612498653352063,35.6870833834807328,4.65983247756958008
34.5695831986352005,35.6870833834807328,6.92787742614746094
34.5779165319352018,35.6870833834807328,12.4483070373535156
34.5862498652352031,35.6870833834807328,11.4140005111694336
34.5029165322352043,35.6787500501807386,2.33570051193237305
34.5112498655352056,35.6787500501807386,1.59446144104003906
34.5279165321352011,35.6787500501807386,1.50099372863769531
34.5362498654352024,35.6787500501807386,2.81868433952331543
34.5445831987352037,35.6787500501807386,3.50275063514709473
34.552916532035205,35.6787500501807386,4.2425236701965332
34.5612498653352063,35.6787500501807386,5.10138940811157227
34.5695831986352005,35.6787500501807386,6.78979635238647461
34.5779165319352018,35.6787500501807386,8.32726383209228516
34.5029165322352043,35.6704167168807373,2.68497276306152344
34.5112498655352056,35.6704167168807373,3.36789655685424805
34.5195831988352069,35.6704167168807373,3.15105652809143066
34.5279165321352011,35.6704167168807373,3.68994355201721191
34.5362498654352024,35.6704167168807373,4.71801328659057617
34.5445831987352037,35.6704167168807373,4.98806571960449219
34.552916532035205,35.6704167168807373,4.98144960403442383
34.5612498653352063,35.6704167168807373,5.54535055160522461
34.5695831986352005,35.6704167168807373,10.1057558059692383
34.5779165319352018,35.6704167168807373,4.26536369323730469
34.4779165323352004,35.662083383580736,1.88946330547332764
34.4862498656352017,35.662083383580736,1.76103818416595459
34.494583198935203,35.662083383580736,2.28423571586608887
34.5029165322352043,35.662083383580736,4.06604862213134766
34.5112498655352056,35.662083383580736,4.73096418380737305
34.5195831988352069,35.662083383580736,4.76432037353515625
34.5279165321352011,35.662083383580736,4.80388545989990234
34.5362498654352024,35.662083383580736,4.94125890731811523
34.5445831987352037,35.662083383580736,8.27125167846679688
34.552916532035205,35.662083383580736,9.126495361328125
34.5612498653352063,35.662083383580736,6.47439098358154297
34.5695831986352005,35.662083383580736,15.1578483581542969
34.5779165319352018,35.662083383580736,13.6842632293701172
34.4279165325352068,35.6537500502807347,5.26139593124389648
34.436249865835201,35.6537500502807347,4.38095855712890625
34.4445831991352023,35.6537500502807347,3.7874143123626709
34.4529165324352036,35.6537500502807347,3.31345510482788086
34.4612498657352049,35.6537500502807347,4.78117179870605469
34.4695831990352062,35.6537500502807347,3.47225475311279297
34.4779165323352004,35.6537500502807347,3.35632157325744629
34.4862498656352017,35.6537500502807347,3.34731888771057129
34.494583198935203,35.6537500502807347,4.16626882553100586
34.5029165322352043,35.6537500502807347,4.90833711624145508
34.5112498655352056,35.6537500502807347,7.11931800842285156
34.5195831988352069,35.6537500502807347,7.18598365783691406
34.5279165321352011,35.6537500502807347,5.02037858963012695
34.5362498654352024,35.6537500502807347,5.80503606796264648
34.5445831987352037,35.6537500502807347,12.5219125747680664
34.552916532035205,35.6537500502807347,11.2625131607055664
34.5612498653352063,35.6537500502807347,7.89077329635620117
34.5695831986352005,35.6537500502807347,15.9885530471801758
34.5779165319352018,35.6537500502807347,11.6788387298583984
34.4112498659352042,35.6454167169807334,2.59943175315856934
34.4195831992352055,35.6454167169807334,7.4929652214050293
34.4279165325352068,35.6454167169807334,10.4637250900268555
34.436249865835201,35.6454167169807334,5.39072322845458984
34.4445831991352023,35.6454167169807334,4.52144908905029297
34.4529165324352036,35.6454167169807334,3.57383084297180176
34.4612498657352049,35.6454167169807334,4.63866329193115234
34.4695831990352062,35.6454167169807334,4.67169189453125
34.4779165323352004,35.6454167169807334,4.80431699752807617
34.4862498656352017,35.6454167169807334,4.51968288421630859
34.494583198935203,35.6454167169807334,4.59542512893676758
34.5029165322352043,35.6454167169807334,5.14370584487915039
34.5112498655352056,35.6454167169807334,10.8556451797485352
34.5195831988352069,35.6454167169807334,11.8595237731933594
34.5279165321352011,35.6454167169807334,8.51239490509033203
34.5362498654352024,35.6454167169807334,12.3024530410766602
34.5445831987352037,35.6454167169807334,12.8219308853149414
34.552916532035205,35.6454167169807334,12.9645118713378906
34.5612498653352063,35.6454167169807334,7.40595626831054688
34.5695831986352005,35.6454167169807334,3.5330960750579834
34.3779165327352061,35.6370833836807392,2.28614068031311035
34.3862498660352003,35.6370833836807392,4.50929355621337891
34.3945831993352016,35.6370833836807392,4.89246273040771484
34.4029165326352029,35.6370833836807392,7.32784414291381836
34.4112498659352042,35.6370833836807392,8.63687229156494141
34.4195831992352055,35.6370833836807392,5.61449193954467773
34.4279165325352068,35.6370833836807392,5.14101409912109375
34.436249865835201,35.6370833836807392,4.59073829650878906
34.4445831991352023,35.6370833836807392,3.95543241500854492
34.4529165324352036,35.6370833836807392,3.62240362167358398
34.4612498657352049,35.6370833836807392,4.51501607894897461
34.4695831990352062,35.6370833836807392,5.7033991813659668
34.4779165323352004,35.6370833836807392,10.42913818359375
34.4862498656352017,35.6370833836807392,6.85940456390380859
34.494583198935203,35.6370833836807392,4.9392695426940918
34.5029165322352043,35.6370833836807392,5.65021324157714844
34.5112498655352056,35.6370833836807392,11.2277927398681641
34.5195831988352069,35.6370833836807392,12.6617670059204102
34.5279165321352011,35.6370833836807392,13.5146818161010742
34.5362498654352024,35.6370833836807392,6.38571786880493164
34.3529165328352022,35.6287500503807379,2.46609687805175781
34.3612498661352035,35.6287500503807379,3.58128595352172852
34.3695831994352048,35.6287500503807379,3.06458115577697754
34.3779165327352061,35.6287500503807379,4.01918601989746094
34.3862498660352003,35.6287500503807379,4.43778562545776367
34.3945831993352016,35.6287500503807379,5.05279159545898438
34.4029165326352029,35.6287500503807379,6.2832188606262207
34.4112498659352042,35.6287500503807379,6.18924713134765625
34.4195831992352055,35.6287500503807379,4.4451899528503418
34.4279165325352068,35.6287500503807379,4.07442855834960938
34.436249865835201,35.6287500503807379,3.59490466117858887
34.4445831991352023,35.6287500503807379,3.59832572937011719
34.4529165324352036,35.6287500503807379,4.2561192512512207
34.4612498657352049,35.6287500503807379,4.59339237213134766
34.4695831990352062,35.6287500503807379,6.17365694046020508
34.4779165323352004,35.6287500503807379,11.013310432434082
34.4862498656352017,35.6287500503807379,7.87971925735473633
34.494583198935203,35.6287500503807379,5.17211532592773438
34.5029165322352043,35.6287500503807379,4.57892656326293945
34.5112498655352056,35.6287500503807379,6.1941070556640625
34.3445831995352009,35.6204167170807366,8.21483516693115234
34.3529165328352022,35.6204167170807366,7.27301311492919922
34.3612498661352035,35.6204167170807366,4.94223260879516602
34.3695831994352048,35.6204167170807366,4.08536958694458008
34.3779165327352061,35.6204167170807366,4.57092094421386719
34.3862498660352003,35.6204167170807366,4.08140993118286133
34.3945831993352016,35.6204167170807366,3.94679355621337891
34.4029165326352029,35.6204167170807366,4.42441463470458984
34.4112498659352042,35.6204167170807366,4.21088647842407227
34.4195831992352055,35.6204167170807366,3.72435808181762695
34.4279165325352068,35.6204167170807366,3.55613017082214355
34.436249865835201,35.6204167170807366,4.38307285308837891
34.4445831991352023,35.6204167170807366,4.83066654205322266
34.4529165324352036,35.6204167170807366,5.49692010879516602
34.4612498657352049,35.6204167170807366,9.21241283416748047
34.4695831990352062,35.6204167170807366,12.1898956298828125
34.4779165323352004,35.6204167170807366,10.3979320526123047
